,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
50,Invention No.13,Invention No.13,اختراع No.13,二部创意No.13,二部創意No.13,Uitvinding nr. 13,Invention No.13,Invention No.13,Invention n ° 13,Invention Nr.13,Invention No.13,Penemuan No.13,Invenzione n. 13,인벤션 13번,インベンション 第13番,Invention No.13,Invention No.13,Inwencja nr 13,Invenção No.13,Invenção No.13,Изобретение №13,Invención No.13,Invention No.13,อินเวนชันหมายเลข 13,Buluş No.13,Invention No.13,Invention No.13
51,Sonatina Op.36-3,Sonatina Op.36-3,السوناتينا No.3 Op.36,小奏鸣曲Op.36-3,小奏鳴曲Op.36-3,Sonatina Op.36-3,Sonatina Op.36-3,Sonatina Op.36-3,Sonatina OP.36-3,Sonatina Op.36 Nr.3,Sonatina Op.36-3,Sonatina Op.36-3,Sonatina Op.36-3,소나티나 Op.36-3,ソナチネ Op.36-3,Sonatina Op.36-3,Sonatine Op.36 nr.3,Sonatina op.36-3,Sonatina Op.36-3,Sonatina Op.36-3,Сонатина Op.36 №3,Sonatina Op.36-3,Sonatina Op.36-3,Sonatina Op.36-3,Sonatina Op.36-3,Sonatina Op.36-3,Sonatina Op.36-3
52,William Tell Overture,William Tell Overture,افتتاحية ويليام تيل,威廉·退尔序曲,威廉·退爾序曲,William Tell Overture,William Tell Overture,William Tell Overture,William Tell Overture,William Tell Overture,William Tell Overture,William Tell Overture,William Tell Overture,윌리엄 텔 서곡,ウィリアム・テル  序曲,William Tell Overture,William Tell-ouverture,Uwertura do Wilhelma Tella,Abertura Guilherme Tell,Abertura Guilherme Tell,Вильгельм Телль,Obertura Guillermo Tell,William Tell Overture,วิลเลียม เทลล์ โอเวอร์เจอร์,William Tell Uvertür,William Tell Açılışı,Khúc mở màn William Tell
53,Bridal Chorus,Bridal Chorus,بريدل كورس,婚礼合唱,婚禮合唱,Bruidskoor,Bridal Chorus,Bridal Chorus,Chœur de mariée,Bridal Chorus,Bridal Chorus,Paduan Suara Pengantin,Coro nuziale,브라이덜 코러스,結婚行進曲,Bridal Chorus,Brudekor,Chór weselny,Coro Nupcial,Coro Nupcial,Свадебный хор,Coro nupcial,Brudkor,ไบรดัล คอรัส,Gelin korosu,Düğün Korosu,Điệp khúc cô dâu
54,Humoresque No.7,Humoresque No.7,خيومورسك No.7,幽默曲No.7,幽默曲No.7,Humoresque nr. 7,Humoresque No.7,Humoresque No.7,Humoresque n ° 7,Humoresque Nr.7,Humoresque No.7,Humoresque No.7,Humoresque n.7,유모레스크 7번,ユモレスク 第7番,Humoresque No.7,Humoreske nr.7,Humoreska nr 7,Humoresco No.7,Humoresco No.7,Юмореска №7,Humoresque No.7,Humoresque No.7,Humoresque No.7,Humoresque No.7,Humoresque No.7,Humoresque No.7
55,Moonlight Sonata Mvt.3,Moonlight Sonata Mvt.3,سوناتا ضوء القمر Mvt.3,月光奏鸣曲 第三章,月光奏鳴曲 第三章,Moonlight Sonata Mvt.3,Moonlight Sonata Mvt.3,Moonlight Sonata Mvt.3,Moonlight Sonata Mvt.3,Moonlight Sonata 3. Satz,Moonlight Sonata Mvt.3,Moonlight Sonata Mvt.3,Moonlight Sonata Mvt.3,월광 소나타 3악장,月光 第3楽章,Moonlight Sonata Mvt.3,Måneskinnssonaten Mvt.3,Sonata księżycowa Mvt.3,Sonata ao Luar Mvt.3,Sonata ao Luar Mvt.3,Лунная соната 3 часть,Sonata Claro de Luna Mvt.3,Månskenssonaten Mvt.3,โซนาตาแสงจันทร์ มูฟเมนต์ 3,Ay Işığı Sonatı Bölüm 3,Ay Işığı Sonatı Bölüm 3,"Sonata Ánh Trăng, chương 3"
56,Minuet in G,Minuet in G,المينيويت في سلم صول الكبير,G大调小步舞曲,G大調小步舞曲,Minuet in g,Minuet in G,Minuet in G,Menuet en sol,Menuett in G,Minuet in G,Minuet di g,Minuet in g,미뉴엣 단조,メヌエット ト長調,Minuet in G,Menuett i g-moll,Menuet w G-dur,Minueto em Sol Menor,Minueto em Sol Menor,Менуэт в G,Minueto en Sol,Menuett i g-moll,มินูเอตในคีย์ G,G IN G MINUET,G minör Minüet,Minuet cung g thứ
57,Xinjiang Suite,Xinjiang Suite,جناح شينجيانغ,新疆组曲,新疆組曲,Xinjiang suite,Xinjiang Suite,Xinjiang Suite,Suite du Xinjiang,Xinjiang Suite,Xinjiang Suite,Suite Xinjiang,Xinjiang Suite,신강 모음곡,新疆組曲,Xinjiang Suite,Xinjiang Suite,Suita Xinjiang,Suíte Xinjiang,Suíte Xinjiang,Синьцзян-Люкс,Suite Xinjiang,Xinjiang-svit,Xinjiang Suite,Xinjiang Süiti,Xinjiang Süiti,Xinjiang Suite
58,Fantaisie - Impromptu,Fantaisie - Impromptu,فنتاسي امبرومبتيو,幻想即兴曲,幻想即興曲,Fantaisie - geïmproviseerd,Fantaisie - Impromptu,Fantaisie - Impromptu,Fantaisie - Impromptu,Fantaisie-Impromptu,Fantaisie - Impromptu,Fantaisie - dadakan,Fantaisie - Impromptu,환상 즉흥곡,幻想即興曲,Fantaisie - Impromptu,Fantaisie - Impromptu,Fantazja - Impromptu,Fantasia - Impromptu,Fantasia - Impromptu,Экспромт - фантазия,Fantasia-Improviso,Fantaisie-improviserad,Fantaisie - Impromptu,Fantaisie - doğaçlama,Fantazi – İmpromptu,Fantaisie - ngẫu hứng
59,Harmonious Blacksmith,Harmonious Blacksmith,الحدّاد المتناغم,快乐的铁匠,快樂的鐵匠,Harmonieuze smid,Harmonious Blacksmith,Harmonious Blacksmith,Forgeron harmonieux,Harmonious Blacksmith,Harmonious Blacksmith,Pandai besi yang harmonis,Il Fabbro Armonioso,즐거운 대장간,調子のよい鍛冶屋,Harmonious Blacksmith,Den glade smed,Harmoniczny kowal,Ferreiro Harmonioso,Ferreiro Harmonioso,Гармонический кузнец,El Herrero Armónico,Den Harmoniska Smeden,ช่างตีเหล็กแห่งความกลมกลืน,Uyumlu demirci,Ahengi Demirci,Thợ rèn hài hòa
60,Liebestraum No.3,Liebestraum No.3,ليبستروم No.3,爱之梦,愛之夢,Liebestraum nr. 3,Liebestraum No.3,Liebestraum No.3,Liebestraum n ° 3,Liebestraum Nr.3,Liebestraum No.3,Liebestraum No.3,Liebestraum n. 3,리베스트라움 3번,愛の夢 第3番,Liebestraum No.3,Liebestraum nr.3,Liebestraum nr 3,Sonho de Amor No.3,Sonho de Amor No.3,Грезы Любви,Liebestraum No.3,Liebestraum No.3,Liebestraum No.3,Aşk Rüyası No.3,Aşk Rüyası No.3,Liebestraum No.3
61,Appassionata Mvt.3,Appassionata Mvt.3,أباشوناتا Mvt.3,热情奏鸣曲 第三章,熱情奏鳴曲 第三章,Appassionata mvt.3,Appassionata Mvt.3,Appassionata Mvt.3,Appassionata MVT.3,Appassionata 3. Satz,Appassionata Mvt.3,Appassionata MVT.3,Appassionata Mvt.3,열정 소나타 3악장,ピアノソナタ 熱情 第3楽章,Appassionata Mvt.3,Appassionata Mvt.3,Appassionata Mvt.3,Appassionata mvt.3,Appassionata mvt.3,Апассионата 3 часть,Appassionata MVT.3,Appassionata Mvt.3,Appassionata Mvt.3,Appasionata Mvt.3,Appassionata Bölüm 3,Appassionata Mvt.3
62,Four Seasons - Spring,Four Seasons - Spring,الفصول الأربعة - الربيع,四季 - 春,四季 - 春,Vier seizoenen - lente,Four Seasons - Spring,Four Seasons - Spring,Four saisons - printemps,Die Vier Jahreszeiten - Frühling,Four Seasons - Spring,Four Seasons - Musim Semi,Le quattro stagioni – La primavera,사계 - 봄,四季 - 春,Four Seasons - Spring,De fire årstider – Våren,Cztery pory roku - Wiosna,As Quatro Estações - Primavera,As Quatro Estações - Primavera,Четыре Сезона - Весна,Las Cuatro Estaciones - Primavera,De Fyra Årstiderna - Våren,เดอะโฟร์ซีซันส์ – ฤดูใบไม้ผลิ,Four Seasons - Bahar,Dört Mevsim – İlkbahar,Four Seasons - Spring
63,La Campanella,La Campanella,لا كامبانيلا,钟,鐘,La Campanella,La Campanella,La Campanella,La Campanella,La Campanella,La Campanella,La Campanella,La Campanella,라 캄파넬라,ラ・カンパネラ,La Campanella,La Campanella,La Campanella,La Campanella,La Campanella,Колокольчик,La Campanella,La Campanella,ลา คัมปาเนลลา,Minik Çan,La Campanella,La Campanella
64,Solfeggietto,Solfeggietto,سولفجيطو,视唱曲,視唱曲,Solfegegietto,Solfeggietto,Solfeggietto,Solfeggietto,Solfeggietto,Solfeggietto,Solfeggietto,Solfeggietto,솔페지에토,ソルフェジエット,Solfeggietto,Solfeggietto,Solfeggietto,Solfeggietto,Solfeggietto,Сольфеджио,Solfeggietto,Solfeggietto,โซลเฟจเจ็ตโต,Solfeggietto,Solfeggietto,Solfeggietto
65,A La Claire Fontaine,A La Claire Fontaine,ا لا كلير فونتين,在清澈的泉水边,在清澈的泉水邊,A La Claire Fontaine,A La Claire Fontaine,A La Claire Fontaine,À la Claire Fontaine,A La Claire Fontaine,A La Claire Fontaine,A la claire fontaine,A La Claire Fontaine,맑은 샘에서,泉のほとり,A La Claire Fontaine,A la Claire Fontaine,A La Claire Fontaine,A la Claire Fontaine,A la Claire Fontaine,У ясного фонтана,A la Claire Fontaine,A la Claire fontaine,A La Claire Fontaine,La Claire Fontaine,A La Claire Fontaine,A La Claire Fontaine
66,Simple Gifts,Simple Gifts,هدايا بسيطة,简单的礼物,簡單的禮物,Eenvoudige geschenken,Simple Gifts,Simple Gifts,Cadeaux simples,Simple Gifts,Simple Gifts,Hadiah sederhana,Regali semplici,단순한 선물,シンプル・ギフト,Simple Gifts,Enkle gaver,Proste podarunki,Presentes Simples,Presentes Simples,Простые Подарки,Dones sencillos,Enkla gåvor,ของขวัญเรียบง่าย,Basit Hediyeler,Basit Hediyeler,Quà tặng đơn giản
67,Hungarian Rhapsody No.6,Hungarian Rhapsody No.6,الرابسودي الهنغاري No.6,匈牙利狂想曲No.6,匈牙利狂想曲No.6,Hongaarse Rhapsody No.6,Hungarian Rhapsody No.6,Hungarian Rhapsody No.6,Rhapsodie hongroise n ° 6,Ungarische Rhapsodie Nr.6,Hungarian Rhapsody No.6,Hongaria Rhapsody No.6,Rhapsody ungherese n. 6,헝가리 랩소디 6번,ハンガリー狂詩曲 第6番,Hungarian Rhapsody No.6,Ungarsk Rhapsody nr.6,Węgierska Rapsodia nr 6,Rapsódia Húngara No.6,Rapsódia Húngara No.6,Венгерская Рапсодия №6,Rapsodia húngara No.6,Ungersk Rapsodi no.6,ฮังกาเรียน แรปโซดี หมายเลข 6,Macar Rhapsody No.6,Macar Rapsodisi No.6,Rhapsodie Hongroise No.6
68,Sonata Pathetique Mvt.1,Sonata Pathetique Mvt.1,سوناتا بتتيك Mvt.1,悲怆奏鸣曲 第一章,悲愴奏鳴曲 第一章,Sonata Pathetique Mvt.1,Sonata Pathetique Mvt.1,Sonata Pathetique Mvt.1,Sonata Pathetique Mvt.1,Sonata Pathetique 1. Satz,Sonata Pathetique Mvt.1,Sonata Pathetique Mvt.1,Sonata Pathetique Mvt.1,비창 소나타 1악장,ソナタ 悲愴 第1楽章,Sonata Pathetique Mvt.1,Pathétique-sonaten Mvt.1,Sonata Patetyczna Mvt.1,Sonata Patética Mvt.1,Sonata Patética Mvt.1,Патетическая соната 1 часть,Sonata Patética Mvt.1,Sonat Pathetique Mvt.1,โซนาตาแพตเธทิค มูฟเมนต์ 1,Patetik Sonat Bölüm 1,Patetik Sonat Bölüm 1,Sonata Pathetique Mvt.1
69,Waltz in E minor,Waltz in E minor,فالس في سلم مي الصغير,e小调圆舞曲,e小調圓舞曲,Wals in e mineur,Waltz in E minor,Waltz in E minor,Valse en e mineur,Waltz in E-Moll,Waltz in E minor,Waltz di E minor,Waltz in e minore,왈츠 마단조,ワルツ ホ短調,Waltz in E minor,Vals i e-moll,Walc w e-moll,Valsa em Mi Menor,Valsa em Mi Menor,Вальс Ми минор,Vals en mi menor,Vals i e-moll,วอลทซ์ในคีย์ E ไมเนอร์,E küçük vals,E minör Valsi,Waltz trong E Minor
70,Clarinet Polka,Clarinet Polka,كلارينيت البولكا,单簧管波尔卡,單簧管波爾卡,Klarinet polka,Clarinet Polka,Clarinet Polka,Polka pour Clarinette,Klarinetten Polka,Clarinet Polka,Klarinet Polka,Clarinetto Polka,클라리넷 폴카,クラリネット・ポルカ,Clarinet Polka,Klarinett polka,Polka klarnetowa,Polca do Clarinete,Polca do Clarinete,Кларнет Полька,Polka de clarinete,Klarinett polka,คลาริเน็ต โพลก้า,Klarnet polka,Klarnet Polkası,Clarinet Polka
71,Lyric Waltz,Lyric Waltz,الفالس للموسيقى الكلاسيكية,抒情圆舞曲,抒情圓舞曲,Lyric Waltz,Lyric Waltz,Lyric Waltz,Valse lyrique,Lyric Waltz,Lyric Waltz,Lyric Waltz,Lyric Waltz,서정적인 왈츠,リリック・ワルツ,Lyric Waltz,Lyrisk vals,Liryczny walc,Valsa Lírica,Valsa Lírica,Лирический Вальс,Vals lírico,Lyrisk vals,ลิริคอล วอลทซ์,Lirik vals,Lirik Vals,Lyric Waltz
72,Sonatina Op.88 No.3,Sonatina Op.88 No.3,السوناتينا No.3 Op.88,小奏鸣曲Op.88-3,小奏鳴曲Op.88-3,Sonatina Op.88 Nr. 3,Sonatina Op.88 No.3,Sonatina Op.88 No.3,Sonatina OP.88 n ° 3,Sonatina Op.88 Nr.3,Sonatina Op.88 No.3,Sonatina Op.88 No.3,Sonatina op.88 n. 3,소나티나 Op.88 3번,ソナチネ Op.88-3,Sonatina Op.88 No.3,Sonatine Op.88 nr.3,Sonatina op.88 nr 3,Sonatina Op.88 No.3,Sonatina Op.88 No.3,Сонатина Op.88 №3,Sonatina Op.88 No.3,Sonatina Op.88 No.3,โซนาตินา ออป.88 หมายเลข 3,Sonatina Op.88 No.3,Sonatina Op.88 No.3,Sonatina Op.88 No.3
73,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,روندو اى كبركسو Op.129,回旋随想曲Op.129,迴旋隨想曲Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,Rondo a capriccio op.129,Rondo a capriccio Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,론도 아 카프리초 Op.129,ロンド・ア・カプリッチョ Op.129,Rondo A Capriccio Op.129,Rondo a capriccio op.129,Rondo A Capriccio op.129,Rondo a Capriccio op.129,Rondo a Capriccio op.129,Рондо-каприччио Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129,Rondo A Capriccio Op.129
74,The Skater's Waltz,The Skater's Waltz,ذي سكترس والتز,溜冰圆舞曲,溜冰圓舞曲,De wals van de skater,The Skater's Waltz,The Skater's Waltz,La valse du patineur,The Skater's Waltz,The Skater's Waltz,Waltz skater,Il valzer del pattinatore,스케이트 왈츠,スケーターズ・ワルツ,The Skater's Waltz,Skøytevals,Walc łyżwiarza,Valsa dos Patinadores,Valsa dos Patinadores,Вальс фигуристов,El vals del patinador,Skrinnarens vals,สเกเตอร์ส วอลทซ์,Patenci Vals,The Skater's Waltz,Điệu Valse Của Người Trượt Băng
75,Breeze,Breeze,بريز,清风,清風,Bries,Breeze,Breeze,Brise,Breeze,Breeze,Angin semilir,Brezza,산들 바람,ブリーズ,Breeze,Bris,Bryza,Brisa,Brisa,Бриз,Brisa,Bris,สายลม,Esinti,Esinti,Gió
76,Etude de Virtuosite in E,Etude de Virtuosite in E,قطعة موسيقية في سلم مي الكبير,E大调练习曲,E大調練習曲,Etude de virtuosite in E,Etude de Virtuosite in E,Etude de Virtuosite in E,Etude de virtuosite dans e,Etude de Virtuosite in E,Etude de Virtuosite in E,Etude de virtuosit di e,Etude de virtuosite in e,에 장조 비르투오시테 에튀드,15の練習曲 ホ長調,Etude de Virtuosite in E,Virtuositetsetyde i E,Etiuda de Virtuoste w E,Estudo de Virtuosidade em Mi,Estudo de Virtuosidade em Mi,Этюд на виртуозность ми мажор,Estudio de virtuosismo en mi mayor,Etude de Virtuosite in E,Etude de Virtuosite in E,E'de ETUDE DE Virtuosite,E Majör'de Virtüözite Etüdü,Etude de Virtuosite trong E
77,Sweet Bye and Bye,Sweet Bye and Bye,سويت باي اند باي,甜蜜变奏曲,甜蜜變奏曲,Zoete doei en doei,Sweet Bye and Bye,Sweet Bye and Bye,Sweet Bye and Bye,Sweet Bye and Bye,Sweet Bye and Bye,Selamat tinggal dan selamat tinggal,Dolce ciao e ciao,달콤한 안녕,スウィート・バイ・アンド・バイ,Sweet Bye and Bye,Søtt farvel,Słodkie pożegnanie,"Adeus, Doce Adeus","Adeus, Doce Adeus",Сладкое прощание,Sweet Bye and Bye,Söt hejdå,ลาก่อนและอำลา,Tatlı güle güle ve güle güle,Tatlı Elveda,Lời từ biệt
78,Allemande,Allemande,المند,阿勒曼德舞曲,阿勒曼德舞曲,Allemande,Allemande,Allemande,Allemande,Allemande,Allemande,Allemande,AlleMande,알르망드,アルマンド,Allemande,Allemande,Allemande,Allemande,Allemande,Аллеманда,Alemande,Allemande,Allemande,Alemande,Allemande,Allemande
79,Goldberg Variations,Goldberg Variations,تنويعات غولدبرغ,哥德堡变奏曲,哥德堡變奏曲,Goldberg-variaties,Goldberg Variations,Goldberg Variations,Variations Goldberg,Goldberg Variationen,Goldberg Variations,Variasi Goldberg,Variazioni Goldberg,골드베르크 변주곡,ゴルトベルク変奏曲,Goldberg Variations,Goldberg-variasjoner,Wariacje Goldberga,Variações de Goldberg,Variações de Goldberg,Гольдберг Вариации,Variaciones de Goldberg,Goldberg Variations,Goldberg Variations,Goldberg Varyasyonları,Goldberg Varyasyonları,Biến thể Goldberg
80,Tzigane Dance,Tzigane Dance,رقص غجري,茨冈舞曲,茨岡舞曲,Tzigane Dance,Tzigane Dance,Tzigane Dance,Danse tzigane,Tzigane Dance,Tzigane Dance,Tarian tzigane,Danza tzigane,치자네 댄스,ツィガーヌ・ダンス,Tzigane Dance,Sigøynardans,Taniec Cygański,Dança Tzigane,Dança Tzigane,Цыганка Танец,Danza Zíngara,Tzigane Dance,การเต้นรำยิปซี,Tzigane dansı,Çingene Dansı,Vũ điệu Di-gan
81,Sonata in F Major Mvt.3,Sonata in F Major Mvt.3,سوناتا في سلم فا الكبير Mvt.3,F大调奏鸣曲 第三章,F大調奏鳴曲 第三章,Sonata in F Major Mvt.3,Sonata in F Major Mvt.3,Sonata in F Major Mvt.3,Sonata en f majeure mvt.3,Sonata in F-Dur 3. Satz,Sonata in F Major Mvt.3,Sonata di f mayor mvt.3,Sonata in F Major Mvt.3,소나타 바장조 3악장,ピアノソナタ ヘ長調 第3楽章,Sonata in F Major Mvt.3,Sonate i F-dur Mvt.3,Sonata w F-dur Mvt.3,Sonata em Fá Maior Mvt.3,Sonata em Fá Maior Mvt.3,Соната фа мажор 3 часть,Sonata en Fa Mayor Mvt.3,Sonat i F-dur Mvt.3,โซนาตาในคีย์ F เมเจอร์ มูฟเมนต์ 3,F Major Mvt.3'te Sonata,F Majör Sonatı Bölüm 3,Sonata trong F Major Mvt.3
82,Etude Op.10 No.8,Etude Op.10 No.8,القطعة الموسيقية No.8 Op.25,练习曲Op.10 No.8,練習曲Op.10 No.8,Etude Op.10 Nr 8,Etude Op.10 No.8,Etude Op.10 No.8,Etude Op.10 n ° 8,Etude Op.10 Nr.8,Etude Op.10 No.8,Etude Op.10 No.8,Etude op.10 n. 8,에튀드 Op.10 8번,練習曲 Op.10-8,Etude Op.10 No.8,Etude op.10 nr.8,Etiuda op.10 nr 8,Estudo Op.10 No.8,Estudo Op.10 No.8,Этюд Op.10 №8,Etude Op.10 No.8,Etude Op.10 No.8,Etude Op.10 No.8,Erude Op.10 No.8,Etüd Op.10 No.8,Etude Op.10 No.8
83,Sonata in E minor Mvt.1,Sonata in E minor Mvt.1,سوناتا في سلم مي الصغير Mvt.1,e小调奏鸣曲 第一章,e小調奏鳴曲 第一章,Sonata in E Minor Mvt.1,Sonata in E minor Mvt.1,Sonata in E minor Mvt.1,Sonate en e mineur MVT.1,Sonata in E moll 1.Satz,Sonata in E minor Mvt.1,Sonata in e Minor Mvt.1,Sonata in e minore mvt.1,E단조 소나타 1악장,ピアノソナタ ホ長調 第1楽章,Sonata in E minor Mvt.1,Sonate i E-moll Mvt.1,Sonata w e-moll Mvt.1,Sonata em Mi Menor Mvt.1,Sonata em Mi Menor Mvt.1,Соната ми минор 1 часть,Sonata en Mi Menor Mvt.1,Sonat i e-moll Mvt.1,โซนาตาในคีย์ E ไมเนอร์ มูฟเมนต์ 1,E Minor Mvt.1'de Sonata,E minör Sonatı Bölüm 1,"Sonata cung E thứ, chương 1"
84,Knecht Ruprecht,Knecht Ruprecht,كنشط روبرشت,圣诞老人,聖誕老人,Knecht ruprecht,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht,Weihnachtsmann,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht,크네히트 루프레히트,サンタクロースのおじいさん,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht,Кнехт Рупрехт,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht,Knecht Ruprecht
