SongName,BaseBPM,first,second,third,firstBB,secondBB,thirdBB,firstTPS,secondTPS,thirdTPS,avgTPS
180 TPS Song.json,2700,2700,2700,2700,0.25,0.25,0.25,180.0,180.0,180.0,180.0
190tps The Empress.json,810,810,810,810,0.75,0.75,0.75,18.0,18.0,18.0,18.0
250-500-1000 TPS Love Love Love.json,5,5,5,5,0.25,0.25,0.25,0.33,0.33,0.33,0.33
500 TPS.json,35,35,35,35,0.25,0.25,0.25,2.33,2.33,2.33,2.33
545 Long Tile.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
591K Combo Tile.json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
600 TPS Strange Sound 2.json,153,153,153,153,0.5,0.5,0.5,5.1,5.1,5.1,5.1
600 TPS Strange Sound 4.json,5,5,5,5,0.5,0.5,0.25,0.17,0.17,0.33,0.22
763's Combo Tiles.json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
763Challange 1.json,85,85,85,85,0.25,0.25,0.25,5.67,5.67,5.67,5.67
763Challange 2.json,180,180,180,180,0.5,0.25,0.25,6.0,12.0,12.0,10.0
763Challange 3.json,120,120,120,120,0.5,0.25,0.5,4.0,8.0,4.0,5.33
763Challange 4.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
763Challange 5.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
763Challange 6.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
763Challange 8.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
763Challenge 7.json,100,100,100,100,0.5,0.5,0.25,3.33,3.33,6.67,4.44
763Challenge 8.json,960,960,960,960,0.25,0.5,0.25,64.0,32.0,64.0,53.33
763Challenge 10.json,100,100,100,100,0.25,0.125,0.25,6.67,13.33,6.67,8.89
763Challenge 11 (Fast Rising Slider).json,126,126,126,126,0.25,0.25,0.25,8.4,8.4,8.4,8.4
763Challenge 12.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
763Challenge 13.json,75,75,75,75,0.5,0.25,0.5,2.5,5.0,2.5,3.33
763Challenge 14.json,180,180,180,180,0.25,0.5,1,12.0,6.0,3.0,7.0
763Challenge 15.json,180,180,180,180,0.25,0.25,0.75,12.0,12.0,4.0,9.33
763Challenge 16.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
763Challenge 17.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
1000 TPS Double Tiles.json,83,83,78,78,0.25,0.25,0.25,5.53,5.2,5.2,5.31
1000 TPS Single Tiles.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
1000 Years Long Song.json,1,1,1,1,0.0625,0.0625,0.0625,0.27,0.27,0.27,0.27
1000.json,1000,1000,1000,1000,0.5,0.5,0.5,33.33,33.33,33.33,33.33
1000%.json,114,114,118,122,0.5,0.5,0.5,3.8,3.93,4.07,3.93
1200 TPS Hungarian Dance No.18.json,140,140,140,140,0.25,0.25,0.25,9.33,9.33,9.33,9.33
1812 Overture Op.49.json,432,432,432,432,0.75,0.75,0.75,9.6,9.6,9.6,9.6
1812 Overture.json,432,432,432,432,0.75,0.75,0.75,9.6,9.6,9.6,9.6
1981.json,172,62.5,62.5,62.5,0.5,0.5,0.5,2.08,2.08,2.08,2.08
2000 TPS Carmen Overture.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
2000 TPS Freedom Dive.json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
2000 TPS Hungarian Rhapsody No.2.json,280,280,270,300,0.5,0.5,0.5,9.33,9.0,10.0,9.44
2000 TPS MATHIAS777.json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
2000 TPS Turkish March.json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
5000 TPS A MC Drive for MediaGelatinLostZoneMaker937 30012021.json,150,150,150,150,0.375,0.375,0.375,6.67,6.67,6.67,6.67
8120 Combo tile.json,85,85,85,85,0.25,0.25,0.25,5.67,5.67,5.67,5.67
9000 Doubles.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
10000 Reasons.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
65536 Notes.json,60,60,60,60,0.25,0.25,0.25,4.0,4.0,4.0,4.0
100000 TPS.json,1,1,1,1,0.25,0.25,0.25,0.07,0.07,0.07,0.07
678678.json,75,75,76,77,0.25,0.25,0.25,5.0,5.07,5.13,5.07
1000000 Scarlet Roses.json,120,120,120,120,0.75,0.75,0.75,2.67,2.67,2.67,2.67
1000000 TPS.json,35,35,35,35,0.25,0.25,0.25,2.33,2.33,2.33,2.33
1000000000 TPS.json,35,35,35,35,0.25,0.25,0.25,2.33,2.33,2.33,2.33
1000000000000 TPS.json,35,35,35,35,0.25,0.25,0.25,2.33,2.33,2.33,2.33
1000000000000000 TPS.json,35,35,35,35,0.25,0.25,0.25,2.33,2.33,2.33,2.33
A boring Song no.2.json,90,90,95,100,0.25,0.25,0.25,6.0,6.33,6.67,6.33
A boring song no.3.json,90,90,95,100,0.25,0.25,0.25,6.0,6.33,6.67,6.33
A boring song no.4.json,91,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
A boring song no.6.json,270,270,270,270,0.25,0.25,0.25,18.0,18.0,18.0,18.0
A Breeze From Alabama.json,80,80,84,88,0.25,0.25,0.25,5.33,5.6,5.87,5.6
A Car A Torch A Death.json,175,175,175,175,0.5,0.5,0.5,5.83,5.83,5.83,5.83
A city moved by time (Another ver.).json,208,208,208,208,0.5,0.5,0.5,6.93,6.93,6.93,6.93
A Cloudy Sunday.json,85,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
A Comme Amour.json,100,100,105,110,0.25,0.25,0.25,6.67,7.0,7.33,7.0
A Concert Waltz.json,160,160,168,176,0.5,0.5,0.5,5.33,5.6,5.87,5.6
A Cruel Angel's Thesis.json,390,390,390,390,0.75,0.75,0.75,8.67,8.67,8.67,8.67
A cyber's world.json,124,124,124,124,0.5,0.5,0.5,4.13,4.13,4.13,4.13
A Day of Beginnings.json,139.5,139.5,139.5,139.5,0.75,0.75,0.75,3.1,3.1,3.1,3.1
A Dream Transcending Space-Time.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
A Flower Studded Sake Dish on Mt Ooe.json,154.5,154.5,154.5,154.5,0.5,0.5,0.5,5.15,5.15,5.15,5.15
A Fun Exploration.json,438,438,438,438,0.75,0.75,0.75,9.73,9.73,9.73,9.73
A Girl Like Me.json,129,129,134,139,0.25,0.25,0.25,8.6,8.93,9.27,8.93
A Horse With No Name.json,189,189,189,189,0.375,0.375,0.375,8.4,8.4,8.4,8.4
A Kind of Magic.json,63,63,63,63,0.25,0.25,0.25,4.2,4.2,4.2,4.2
A La Claire Fontaine.json,100,100,100,100,0.5,0.5,0.5,3.33,3.33,3.33,3.33
A la Filipiniana BEEPY.json,102,102,102,102,0.25,0.25,0.25,6.8,6.8,6.8,6.8
A la Filipiniana.json,102,102,102,102,0.25,0.25,0.25,6.8,6.8,6.8,6.8
A Letter.json,79,79,79,79,0.5,0.5,0.5,2.63,2.63,2.63,2.63
A Maiden's Illusionary Funeral.json,160.5,160.5,160.5,160.5,0.5,0.5,0.5,5.35,5.35,5.35,5.35
A MC Drive for MediaGelatinLostZoneMaker937 30012021.json,150,150,150,150,0.375,0.375,0.375,6.67,6.67,6.67,6.67
A MC Drive for piano tile mod the BFDI Fan.json,150,150,150,150,0.375,0.375,0.375,6.67,6.67,6.67,6.67
A MC Drive From PT2 & 763Mod Gamer Fan & PT2 Maker.json,157.5,157.5,157.5,157.5,0.375,0.375,0.375,7.0,7.0,7.0,7.0
A Message on the Wind.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
A Midsummer Night's Dream.json,93,93,93,93,0.25,0.25,0.25,6.2,6.2,6.2,6.2
A New World.json,342,342,342,342,0.75,0.75,0.75,7.6,7.6,7.6,7.6
A Piece in B flat Major WoO 60.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
A Piece in B Minor WoO 61.json,324,324,324,324,0.75,0.75,0.75,7.2,7.2,7.2,7.2
A Piece in G Minor WoO 61a.json,189,189,190.5,192,0.75,0.75,0.75,4.2,4.23,4.27,4.23
A Poké Radar Hit_.json,184,184,184,184,0.25,0.25,0.25,12.27,12.27,12.27,12.27
A Real Slow Drag.json,140,140,148,156,0.5,0.5,0.5,4.67,4.93,5.2,4.93
A Sacred Lot.json,225,225,225,225,0.5,0.5,0.5,7.5,7.5,7.5,7.5
A Shared Dream(Instrumental).json,80,80,84,88,0.25,0.25,0.25,5.33,5.6,5.87,5.6
A Sky Full of Stars.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
A Surprise at the Lake.json,152,152,152,152,0.25,0.25,0.25,10.13,10.13,10.13,10.13
A Tale Of Six Trillions Years And A Night.json,194,194,194,194,0.25,0.25,0.25,12.93,12.93,12.93,12.93
A Tear.json,100,100,104,108,0.5,0.5,0.5,3.33,3.47,3.6,3.47
A Tight Spot During Battle!.json,86,86,86,86,0.25,0.25,0.25,5.73,5.73,5.73,5.73
A Tiny Tiny Clever Commander.json,170,170,170,170,0.5,0.5,0.5,5.67,5.67,5.67,5.67
A Totally Different Rag.json,132,132,132,132,0.5,0.5,0.5,4.4,4.4,4.4,4.4
A Town Called Hometown.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
A Town With an Ocean View.json,210,210,210,210,0.5,0.5,0.5,7.0,7.0,7.0,7.0
A Trick of a Dynamic Wind Op.8.json,960,960,960,960,2,2,2,8.0,8.0,8.0,8.0
a tricky chinese's.json,155,155,159,163,0.5,0.5,0.5,5.17,5.3,5.43,5.3
A Wish for Peace.json,228,228,228,228,0.75,0.75,0.75,5.07,5.07,5.07,5.07
A World of Grey.json,130,130,130,130,0.5,0.5,0.5,4.33,4.33,4.33,4.33
A-ing.json,100,100,105,110,0.25,0.25,0.25,6.67,7.0,7.33,7.0
A-Roving.json,69,69,69,69,0.25,0.25,0.25,4.6,4.6,4.6,4.6
Ab Irato (The Perfect Etude).json,85,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
Ab irato S.143.json,1,1,1,1,1,1,1,0.02,0.02,0.02,0.02
ABBA - I Still Have Faith In You.json,120,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Abinj.json,70,70,70,70,0.5,0.25,0.25,2.33,4.67,4.67,3.89
Abschied (Russisches Volkslied) S.251.json,240,240,240,240,0.75,0.75,0.75,5.33,5.33,5.33,5.33
Abschied.json,66,66,66,66,0.375,0.375,0.375,2.93,2.93,2.93,2.93
Access.json,450,450,450,450,1.5,1.5,1.5,5.0,5.0,5.0,5.0
Accompaniment Challenge.json,120,316,367,201,1,1,0.5,5.27,6.12,6.7,6.03
Accompaniment tile.json,300,300,300,300,1,1,1,5.0,5.0,5.0,5.0
Accumula Town (Furret Walk).json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
Accumula Town.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Across the Snow.json,160,160,160,160,0.5,0.5,0.5,5.33,5.33,5.33,5.33
Addict With a Pen.json,210,210,210,210,0.5,0.5,0.5,7.0,7.0,7.0,7.0
Adelaide Op.46.json,450,450,450,450,0.75,0.75,0.75,10.0,10.0,10.0,10.0
Admission chorus.json,90,90,92,94,0.25,0.25,0.25,6.0,6.13,6.27,6.13
Adrian's Dream.json,75,75,75,75,0.25,0.25,0.25,5.0,5.0,5.0,5.0
Adventure Fantasy.json,135,135,135,135,0.5,0.5,0.5,4.5,4.5,4.5,4.5
Adventure of the Boss Tiger.json,130,130,132,134,0.5,0.5,0.5,4.33,4.4,4.47,4.4
Adventure Of Tiger.json,130,130,132,134,0.5,0.5,0.5,4.33,4.4,4.47,4.4
Adventure Theme.json,387,387,387,387,0.75,0.75,0.75,8.6,8.6,8.6,8.6
Aegis Cave.json,360,360,360,360,0.625,0.625,0.625,9.6,9.6,9.6,9.6
AETER.json,80,80,80,80,0.5,0.5,0.5,2.67,2.67,2.67,2.67
Affections Touching Across Time.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Africa.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Afterlife The Limelight.json,60,60,60,60,0.25,0.25,0.25,4.0,4.0,4.0,4.0
Afterlife.json,220,220,220,220,0.5,0.5,0.5,7.33,7.33,7.33,7.33
Afti i Nyxta Menei.json,130,130,130,130,0.5,0.5,0.5,4.33,4.33,4.33,4.33
Again.json,285,285,285,285,0.75,0.75,0.75,6.33,6.33,6.33,6.33
Agape Op.87.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
aghy.json,86,86,86,86,0.125,0.125,0.125,11.47,11.47,11.47,11.47
Ah Choo.json,120,120,125,130,0.5,0.5,0.5,4.0,4.17,4.33,4.17
Ah! Perfido Op.65.json,418.5,418.5,418.5,418.5,0.75,0.75,0.75,9.3,9.3,9.3,9.3
Ahh Op.76.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
ahyesyesyes.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Ai Yeu Bac Ho Chi Minh Hon Thieu Nien Nhi Dong.json,73,73,73,73,0.1875,0.1875,0.1875,6.49,6.49,6.49,6.49
aibomb2.json,720,720,720,720,0.75,0.75,0.75,16.0,16.0,16.0,16.0
Aida-Grand March.json,95,95,97,99,0.25,0.25,0.25,6.33,6.47,6.6,6.47
Aime-Moi Op.15 No.1.json,291,291,291,304,0.75,0.75,0.75,6.47,6.47,6.76,6.57
Air Catcher.json,110,110,110,110,0.5,0.5,0.5,3.67,3.67,3.67,3.67
Air de Ballet Op.24 No.2.json,276,276,276,276,0.5,0.5,0.5,9.2,9.2,9.2,9.2
Air of Unease.json,330,330,330,330,0.5,0.5,0.5,11.0,11.0,11.0,11.0
Air on G String.json,35,35,35,35,0.125,0.125,0.125,4.67,4.67,4.67,4.67
Air Rally.json,540,540,540,540,1.5,1.5,1.5,6.0,6.0,6.0,6.0
Airborne Robots (Another Ver.).json,600,600,600,600,0.75,0.75,0.75,13.33,13.33,13.33,13.33
Airborne Robots.json,450,450,450,450,0.75,0.75,0.75,10.0,10.0,10.0,10.0
Airplane Pt.2.json,390,390,390,390,0.75,0.75,0.75,8.67,8.67,8.67,8.67
Airship (Super Mario Bros.).json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Airship Fortress.json,148,148,148,148,0.25,0.25,0.25,9.87,9.87,9.87,9.87
Airy.json,114,114,114,114,0.25,0.25,0.25,7.6,7.6,7.6,7.6
Aishite Aishite Aishite.json,115,115,115,115,0.25,0.25,0.25,7.67,7.67,7.67,7.67
Aitai-tai.json,69,69,69,69,0.5,0.5,0.5,2.3,2.3,2.3,2.3
Ajax Polka.json,113,113,115,117,0.5,0.5,0.5,3.77,3.83,3.9,3.83
Akasha.json,555,555,555,555,0.75,0.75,0.75,12.33,12.33,12.33,12.33
Alan Walker 3 in 1 SOUTH.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Album Leaf (Moderato) in E major B.151.json,210,210,210,210,0.75,0.75,0.75,4.67,4.67,4.67,4.67
Album Leaf in Waltz Form S.166.json,555,555,555,555,0.75,0.75,0.75,12.33,12.33,12.33,12.33
Album Leaf.json,90,90,98,106,0.25,0.25,0.25,6.0,6.53,7.07,6.53
Album Op.72 No.1 (Prelude).json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Album Op.72 No.2 (Carillon).json,133.5,133.5,133.5,133.5,0.5,0.5,0.5,4.45,4.45,4.45,4.45
Album Op.72 No.3 (Toccata).json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Album Op.72 No.4 (Valse).json,219,219,219,219,0.5,0.5,0.5,7.3,7.3,7.3,7.3
Album Op.72 No.5 (Chanson Napolitaine).json,218,218,218,218,0.5,0.5,0.5,7.27,7.27,7.27,7.27
Album Op.72 No.6 (Finale).json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Album-leaf Op.12 No.7.json,110,110,114,118,0.5,0.5,0.5,3.67,3.8,3.93,3.8
Alcohol Free (Playable Ver.).json,107,107,107,107,0.5,0.5,0.5,3.57,3.57,3.57,3.57
Alcohol Free.json,107,107,107,107,0.25,0.25,0.25,7.13,7.13,7.13,7.13
Aleph-0 (Playable Ver.).json,200,200,200,200,0.375,0.375,0.375,8.89,8.89,8.89,8.89
Aleph-0 1.json,229.348,229.348,229.348,229.348,0.5,0.5,0.5,7.64,7.64,7.64,7.64
Aleph-0.json,200,200,200,200,0.25,0.25,0.25,13.33,13.33,13.33,13.33
Alexander The Great.json,220,220,220,220,0.5,0.5,0.5,7.33,7.33,7.33,7.33
AlexPopa's Challenge 1.json,180,180,180,180,0.5,0.75,1.5,6.0,4.0,2.0,4.0
Alice in Wonderland.json,142,142,142,142,0.25,0.25,0.25,9.47,9.47,9.47,9.47
Alice of Human Sacrifice.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
aLIEz.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Alkan's Challenge.json,75,75,75,75,0.25,0.25,0.25,5.0,5.0,5.0,5.0
All About Us.json,85,85,87,89,0.5,0.5,0.5,2.83,2.9,2.97,2.9
All Falls Down.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
All I Want For Christmas Is You.json,112,112,112,112,0.25,0.25,0.25,7.47,7.47,7.47,7.47
All In.json,145,145,150,155,0.5,0.5,0.5,4.83,5.0,5.17,5.0
All is Found (Frozen 2).json,80,80,80,80,0.25,0.25,0.25,5.33,5.33,5.33,5.33
All Kinds Of Tiles.json,140,140,148,156,0.25,0.25,0.25,9.33,9.87,10.4,9.87
All My Fellas.json,64,162,162,162,0.25,0.25,0.25,10.8,10.8,10.8,10.8
All of LisztTiles2906.json,208,208,208,208,0.5,0.5,0.5,6.93,6.93,6.93,6.93
All of Me.json,208,208,208,208,0.5,0.5,0.5,6.93,6.93,6.93,6.93
All Right (Another Ver.).json,19910329,19910329,19910329,19910329,0.5,0.5,0.5,663677.63,663677.63,663677.63,663677.63
All Right.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
All Seasons Red.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
All Star BEEPY.json,108,108,108,108,0.25,0.25,0.25,7.2,7.2,7.2,7.2
All Star.json,108,108,108,108,0.25,0.25,0.25,7.2,7.2,7.2,7.2
All The Way.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
All Things Bright and Beautiful.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
All We Know.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Alla Breve in D Major BWV 589.json,270,270,270,270,0.75,0.75,0.75,6.0,6.0,6.0,6.0
Allegretto and Mazurka KK VIIb_7-8.json,399,399,399,399,0.75,0.75,0.75,8.87,8.87,8.87,8.87
Allegretto in C Minor Hess 66.json,540,540,540,540,0.75,0.75,0.75,12.0,12.0,12.0,12.0
Allegretto in C Minor WoO 53.json,540,540,540,540,0.75,0.75,0.75,12.0,12.0,12.0,12.0
Allegretto in F-sharp major KK Anh II_1.json,450,450,450,450,0.75,0.75,0.75,10.0,10.0,10.0,10.0
Allegretto Op.126 No.2.json,60,73,75,77,0.25,0.25,0.25,4.87,5.0,5.13,5.0
Allegro Appassionato Op.70.json,469.5,469.5,469.5,469.5,0.75,0.75,0.75,10.43,10.43,10.43,10.43
Allegro de Concert Op.46.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Allegro di bravura S.151.json,480,480,480,480,0.75,0.75,0.75,10.67,10.67,10.67,10.67
Allegro.json,1,1,1,1,0.5,0.5,0.5,0.03,0.03,0.03,0.03
Alleluia Op.25.json,48,48,48,48,0.5,0.5,0.5,1.6,1.6,1.6,1.6
Allemande in A Major WoO 81.json,170,170,174,178,0.5,0.5,0.5,5.67,5.8,5.93,5.8
Allemande in A Minor BWV 835.json,198,198,198,198,0.75,0.75,0.75,4.4,4.4,4.4,4.4
Allemande in C Minor BWV 834.json,192,192,192,192,0.75,0.75,0.75,4.27,4.27,4.27,4.27
Allemande in D Minor BWV 836.json,252,252,252,252,0.75,0.75,0.75,5.6,5.6,5.6,5.6
Allemande in G Minor (fragment) BWV 837.json,216,216,216,216,0.75,0.75,0.75,4.8,4.8,4.8,4.8
Allemande.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Alles fuhlt der Liebe Freuden.json,80,80,84,88,0.25,0.25,0.25,5.33,5.6,5.87,5.6
Almagest.json,534,534,534,534,0.75,0.75,0.75,11.87,11.87,11.87,11.87
Almain.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Aloha 'Oe.json,130,130,134,138,0.5,0.5,0.5,4.33,4.47,4.6,4.47
Alone Tiles Challenge.json,150,150,150,150,0.5,0.5,0.25,5.0,5.0,10.0,6.67
Alone World.json,80,80,82,84,0.25,0.25,0.25,5.33,5.47,5.6,5.47
Alone-1.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Alone.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Alone(Es ver.).json,97,97,97,97,0.25,0.25,0.25,6.47,6.47,6.47,6.47
Alone配器版.json,63,63,63,63,0.25,0.25,0.25,4.2,4.2,4.2,4.2
Alpha.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
Alphys Takes Action.json,270,270,270,270,0.75,0.75,0.75,6.0,6.0,6.0,6.0
Alphys.json,99,99,99,99,0.5,0.5,0.5,3.3,3.3,3.3,3.3
ALPM Challenge 1.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
ALPM Challenge 2.json,50,50,50,50,0.25,0.25,0.5,3.33,3.33,1.67,2.78
ALPM Challenge 3.json,180,180,180,180,0.25,0.25,0.25,12.0,12.0,12.0,12.0
ALPM Opening Theme.json,112,91,91,91,0.25,0.25,0.25,6.07,6.07,6.07,6.07
Altale.json,540,540,540,540,0.75,0.75,0.75,12.0,12.0,12.0,12.0
am i drunk (#2).json,1500,1500,1500,1500,0.25,0.25,0.25,100.0,100.0,100.0,100.0
Amazing Grace.json,250,250,260,270,1,1,1,4.17,4.33,4.5,4.33
Amazing Plan.json,165,165,165,165,0.5,0.5,0.5,5.5,5.5,5.5,5.5
Ambatukam.json,64,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Ameno But its 7 TPS.json,51,51,51,51,0.25,0.25,0.25,3.4,3.4,3.4,3.4
Ameno.json,51,51,51,51,0.25,0.25,0.25,3.4,3.4,3.4,3.4
American Patrol.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
AMOGUS.json,62,62,62,62,0.5,0.5,0.5,2.07,2.07,2.07,2.07
Among Us Main Theme.json,159.99,159.99,159.99,159.99,0.5,0.5,0.5,5.33,5.33,5.33,5.33
Among Us-Drip.json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
Amp Plains.json,321,321,321,321,0.75,0.75,0.75,7.13,7.13,7.13,7.13
An die Hoffnung Op.32.json,234,234,234,234,0.75,0.75,0.75,5.2,5.2,5.2,5.2
An die Hoffnung Op.94.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
An Elegant Flow Op.57.json,480,480,480,480,1,1,1,8.0,8.0,8.0,8.0
An Ending.json,100,100,100,100,0.5,0.5,0.5,3.33,3.33,3.33,3.33
An English Country Garden.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
An Lian (Ám Luyén).json,150,150,150,150,0.125,0.125,0.125,20.0,20.0,20.0,20.0
An Unwavering Heart.json,255,255,255,255,0.75,0.75,0.75,5.67,5.67,5.67,5.67
Anathema.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Ancient eighteenth century.json,120,120,124,128,0.5,0.5,0.5,4.0,4.13,4.27,4.13
And You My Love.json,135,135,135,135,0.25,0.25,0.25,9.0,9.0,9.0,9.0
Andante et Polonaise Brillante Op.22.json,236,236,236,236,0.5,0.5,0.5,7.87,7.87,7.87,7.87
Andante Favori WoO 57.json,96.5,96.5,97,97.5,0.25,0.25,0.25,6.43,6.47,6.5,6.47
Andante from Concerto No.21.json,300,300,316,332,1,1,1,5.0,5.27,5.53,5.27
Andante from Orfeo ed Euridice.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
Andante in E Major.json,80,80,80,80,0.5,0.5,0.5,2.67,2.67,2.67,2.67
Andante in G minor. BWV 969.json,103,103,105,107,0.5,0.5,0.5,3.43,3.5,3.57,3.5
Andante spianato Op.22.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Andantino.json,21.75,21.75,21.75,21.75,0.25,0.25,0.25,1.45,1.45,1.45,1.45
Android Jelly Bean Ringtones.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Android Ringtones.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Angels we have heard on high.json,130,130,138,146,0.5,0.5,0.5,4.33,4.6,4.87,4.6
Angelus S.163 No.1.json,73,73,73,73,0.5,0.5,0.5,2.43,2.43,2.43,2.43
Angry Birds.json,126,126,126,126,0.25,0.25,0.25,8.4,8.4,8.4,8.4
Anh Cu Di Di.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Anh Nang Cua Anh.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Anima BEEPY.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Anima-1.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Anima.json,550.5,550.5,550.5,550.5,0.75,0.75,0.75,12.23,12.23,12.23,12.23
Animal Crossing Results.json,27,27,27,27,0.25,0.25,0.25,1.8,1.8,1.8,1.8
Animal Crossing_ New Horizons (Theme).json,101,101,101,101,0.5,0.5,0.5,3.37,3.37,3.37,3.37
animals.json,95,95,95,95,0.25,0.25,0.25,6.33,6.33,6.33,6.33
Animation vs Minecraft Opening Theme.json,145,145,145,145,0.75,0.75,0.75,3.22,3.22,3.22,3.22
Anita's Dance.json,160,160,168,176,0.5,0.5,0.5,5.33,5.6,5.87,5.6
Annen-Polka Op.117 (Piano 2 Gods ver.).json,115,115,115,115,0.25,0.25,0.25,7.67,7.67,7.67,7.67
Annen-Polka Op.117 BEEPY.json,115,115,115,115,0.25,0.25,0.25,7.67,7.67,7.67,7.67
Annen-Polka Op.117.json,115,115,115,115,0.25,0.25,0.25,7.67,7.67,7.67,7.67
Annes Song.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Annies Wonderland.json,100,100,100,100,0.25,0.25,0.25,6.67,6.67,6.67,6.67
Another Arni Village.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Another Guldove.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Another Medium.json,69,69,69,69,0.5,0.5,0.5,2.3,2.3,2.3,2.3
Another One Bites The Dust.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Answer.json,200,200,200,200,0.375,0.375,0.375,8.89,8.89,8.89,8.89
